text,hate_label,topic_label
The only way to breed a dumb whore is by pounding deep on her little pussy. URL,1,gender
#manicaland Provincial Minister is the only notable woman in attendance at the #ZCDC Diamond Indaba wheeze are the women? @DChidarara @nmutonhori @263Chat #gender lense is lacking,0,gender
"My coworker really said ""We should actually be welcoming all the immigrants instead of deporting them because if it wasn't for immigration we wouldn't have met Tasha here..."" bitch URL",0,immigration
This actually happened to me smh hate niggas,0,race
Kill them all put them hoes to rest,1,gender
@HermonBarbe @activist_mommy Homosexuality is as natural as air as water. Making babies is not our only reason for existing. We aren't viruses with the sole function of replicating. What a pathetically ignorant and depressing view you have of humanity.,0,sexual orientation
"""It's not the Christianity of Constantine that can face the challenge of secularism, but the Christianity of the catacombs."" @BrianZahnd #PostcardsFromBabylon",0,religion
All you betas are worthless pieces of shits. Complete wastes of space. Let mommy guide you. I'll give you the best wallet fucking of your life. #findom #femdom #mindfuck @RTL0SER @ShortSmallStump @mike_mashall @dommes_rt @rtslave_7 @RTloser77 @RTfindom23,1,gender
"@MisterTaTa51115 @realDonaldTrump Gay man, your mama should have swallowed you!",0,sexual orientation
"@DugLullby @zO_OzleRBLX Bruh don't call people crackers although you are white. It references when slave owners ""cracked"" theyre whip at the slaves.",0,race
The babies who would replace dying Americans are being slaughtered daily by abortion...Globalists are stupid morons! Globalist Front: Mass Immigration Necessary to Replace Dying Americans URL via @BreitbartNews,0,immigration
@marcorubio Is President Tramp going to finally mention the words 'white nationalist terrorism'? If he doesn't he should immediately resign in disgrace! #PresidentCoward,0,race
some who understands pokemon go please dm me,0,others
These niggas are goofy ass scary hoes foreal lol,1,gender
Kick the SOBs out of every peace loving country and back to the filthy sandboxes they belong in. URL,1,others
fuck you  fuck your friends  and fuck your bitch,1,gender
Interesting number crunching by @gilkumar which to me suggests that Muslim political identity has never evolved in India. Politics of Secularism/Communalism disallows a Muslim candidate from creating a pan-Indian identity. URL,0,politics
Fuck ass nigga,1,race
Me and my man fuck bitches together,0,gender
"Let it be known to everyone, the story of Pakistan, the story of Lahore, is the story of love; the love between a Sufi saint and a Hindu boy - a line could divide two religions and create two nations but it could not push apart Shah Hussain and Madhu Lal, who still lay together.",0,others
@Communism_Kills That church loves it some sodomy,0,others
That pussy needs to get wrecked,1,gender
"2. We're invited 2 edit scripts of a planned blockbuster law series to be produced by a renown Nign film company in d midst of our lecturers n some highly placed senior Lagos lawyers. One of d senior lawyers suggested we make a leading character gay ""2 apease d gay community""",0,sexual orientation
"Trump laughs after audience member suggests shooting migrants - May 2019 #Trump had asked the crowd: 'How do you stop these people?' After laughing at the response, he added: 'Only in the panhandle can you get away with that statement #massshootings #WhiteNationalistTerrorism URL",0,others
The shooter is a white male who hates minorities? Next you're going to tell me he has a history of violence against women!,0,race
A single Palestinian is set to attend Jared Kushner's Middle East conference in Bahrain and @MiriamABerger has a profile of him: URL,0,politics
"""The day I became a father was one of the best days of my life. To be able to look into your child's eyes and to know that you're blessed with a beautiful creation is so wonderful. I feel my kids truly balance me and my life."" Full article: URL @thebabyspotca",0,others
❤️ I love cute boys with a face of an angel who are actually dirty sluts that love to spend their nights with a hot dick in each hole. 👍🍆🍑🍆😛They need a proper fucking every single night. 🔥🔥🔥 Source: @hiker2121 #gaythreesome #gaygroup #bareback URL,0,sexual orientation
"The racist symbolic order leaves no space for paradoxes: all gringos understand their differences and allegiances under powerful (and phony) racist ideas. They become Real in their effects, though, as they have gotten lethal. URL",0,race
"The Central Park Five's ""confessions"" were tainted by a deeply racist ""wilding"" narrative — and they weren't the only ones. In many other false confession cases, you can see similar ""wolf pack"" themes being fed to other African-American youths during interrogation. #whentheyseeus",0,race
"Allons-y! @TobyCampion's ""When the Stranger Called Me a Faggot"" is the unrestrained punch that queer folx are almost always forced to restrain. It contains multitudes- of tautly-bound rage, need, desire, and terror. Always, those last lines scissor me open on a supercharge. URL",0,sexual orientation
As much as I love women there are some nasty ones out there and I don't even have the energy anymore to correct people but you'll learn,0,gender
Bitches always think they make the rules to being a real nigga after they get played URL,0,others
"The #President is right: To all #migrants Build up your own holes and stones first before entering the #US or #EU And tell us all later how successful you've been 👊 Let us know how your ideology was about #FreedomOfSpeech #NothingAboutRace It's YOUR turn now, if you claim to 🤣 URL",0,immigration
Having babies is a blessing if a bitch dont fuck with you because you got kids fuck her and come my way .,0,gender
Jump who nigga u støøpid I really wish so everyone in the wood can stomp you out like the cockroach face u are,1,others
If you gotta press a nigga to do simple shit like seeing you he obviously don't like u lol,0,race
i'm gay as fuck bring it to the dm's s'il vous plait,0,sexual orientation
@ClevelandGod Nigga you retarded?,0,race
dumb fucking bitch,1,gender
Just fvck that gal already... URL,0,gender
"@DonaldJTrumpJr Unless, of course, they're female, gay, trans, Muslim, not white, poor, believe in science, and don't like raping kids or sticking them in cages.",0,gender
@gguptaji @ANI Get out of the nation where bastards godse is been treated as God. This land is for Mahatma not for bastards,0,others
"#जीवन_आशा_मुहिम Many such marriages have taken place in @DeraSachaSauda, where educated men have married young widowed women and also accepted their children from previous marriage, as their own. URL",0,gender
"We need to address mental illness in these massacres, not guns.Also need to stop the racial hate and rhetoric the left uses as dog whistles to instigate bullying and drive those individuals with mental illness who feel targeted or threatened because of this racism over the edge.",0,race
Eid Mubarak all of my Facebook friend !!!!,0,religion
fuck a bitch nigga and his bitch too,1,race
Let these women do what they wanna do. They not yo property. If they really fuck with you they'll move a certain way regardless.,0,gender
It's 2019. Y'all white bball fans are gonna learn that how you've been talking about players has been and still is racist af.,0,race
"@PsychoMetalHed You Stupid bastard, maybe you will wake up one day, living under a bridge, next to a gay, drunk, drug using, Iranian that hate every American regardless of color, in the winter, while it's snows, in record cold. Then you may realize just how stupid you are/were.",1,race
"Don't vote for that Jew is you don't want to be a Jew supporter. Signed, Nazi Germany",1,politics
unix nerd thot and transsexual porn thot are drips of the same bitch cum leaking out the same ass pussy,1,gender
Where the single friendly lesbians at ? Not the ones wit gfs in whole relationships an pregnant tf,0,others
"@CMCRET It is because of priests (and lay Catholics) like this that I left the church 58 years after being baptized a Catholic. I too saw many good chaplains (Catholic, Protestant, Jewish) in my time in the Navy who ministered to all sailors and their families regardless of faith.",0,religion
Make my bitch cum then I'm cumming wit her,0,gender
"From the depths of fire and blood, we give the glad tidings of dawn to the masses, and the promise of freedom of the Iranian people. Our tradition is fighting for our rights even if our faces are covered with blood.. #Iran #FreeIran  17/18",0,politics
"White supremacy, nationalism, and unchecked male anger are at the root of virtually every mass shooting in this diseased country and until we uproot the source.. it's only the grace of God.",0,race
